0024A382	VRWorkshops_mod_Legendary_Weapon_NERF	WEAP	peEnchantments	ADD	peEnchantments	VRWorkshopShared_ench_mod_LegendaryNerfPerk			0.00	Nerfed for VR attacks.	NONE	00000000
00188A40	mod_PipeSyringer_Scope_ScopeShort	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope			0.00	Improved magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeShort	00188A54
00188A40	mod_PipeSyringer_Scope_ScopeShort	WEAP	pkKeywords	ADD	pkKeywords	HasScope			0.00	Improved magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeShort	00188A54
00188A3F	mod_PipeSyringer_Scope_ScopeMedium_NV	WEAP	bHasScope	SET	bHasScope	true		0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium_NV	00188A53
00188A3F	mod_PipeSyringer_Scope_ScopeMedium_NV	WEAP	pzZoomData	SET	pzZoomData	ZM_Standard_Scope_x6_NightVision			0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium_NV	00188A53
00188A3F	mod_PipeSyringer_Scope_ScopeMedium_NV	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	-0.200		0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium_NV	00188A53
00188A3F	mod_PipeSyringer_Scope_ScopeMedium_NV	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium_NV	00188A53
00188A3F	mod_PipeSyringer_Scope_ScopeMedium_NV	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.400		0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium_NV	00188A53
00188A3F	mod_PipeSyringer_Scope_ScopeMedium_NV	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.150		0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium_NV	00188A53
00188A3F	mod_PipeSyringer_Scope_ScopeMedium_NV	WEAP	fweight	MUL+ADD	fweight	0.250		0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium_NV	00188A53
00188A3F	mod_PipeSyringer_Scope_ScopeMedium_NV	WEAP	ivalue	MUL+ADD	ivalue	0.750		0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium_NV	00188A53
00188A3F	mod_PipeSyringer_Scope_ScopeMedium_NV	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope			0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium_NV	00188A53
00188A3F	mod_PipeSyringer_Scope_ScopeMedium_NV	WEAP	pkKeywords	ADD	pkKeywords	HasScope			0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium_NV	00188A53
00188A3F	mod_PipeSyringer_Scope_ScopeMedium_NV	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope_NightVision			0.00	Night vision. Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium_NV	00188A53
00188A3E	mod_PipeSyringer_Scope_ScopeMedium	WEAP	bHasScope	SET	bHasScope	true		0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium	00188A52
00188A3E	mod_PipeSyringer_Scope_ScopeMedium	WEAP	pzZoomData	SET	pzZoomData	ZM_Standard_Scope_x6			0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium	00188A52
00188A3E	mod_PipeSyringer_Scope_ScopeMedium	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	-0.200		0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium	00188A52
00188A3E	mod_PipeSyringer_Scope_ScopeMedium	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium	00188A52
00188A3E	mod_PipeSyringer_Scope_ScopeMedium	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.400		0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium	00188A52
00188A3E	mod_PipeSyringer_Scope_ScopeMedium	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.150		0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium	00188A52
00188A3E	mod_PipeSyringer_Scope_ScopeMedium	WEAP	fweight	MUL+ADD	fweight	0.250		0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium	00188A52
00188A3E	mod_PipeSyringer_Scope_ScopeMedium	WEAP	ivalue	MUL+ADD	ivalue	0.400		0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium	00188A52
00188A3E	mod_PipeSyringer_Scope_ScopeMedium	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope			0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium	00188A52
00188A3E	mod_PipeSyringer_Scope_ScopeMedium	WEAP	pkKeywords	ADD	pkKeywords	HasScope			0.00	Better magnification. Superior sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeMedium	00188A52
00188A3D	mod_PipeSyringer_Scope_ScopeLong_NV	WEAP	bHasScope	SET	bHasScope	true		0.00	Night vision. Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong_NV	00188A51
00188A3D	mod_PipeSyringer_Scope_ScopeLong_NV	WEAP	pzZoomData	SET	pzZoomData	ZM_Standard_Scope_x10_NightVision			0.00	Night vision. Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong_NV	00188A51
00188A3D	mod_PipeSyringer_Scope_ScopeLong_NV	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	-0.200		0.00	Night vision. Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong_NV	00188A51
00188A3D	mod_PipeSyringer_Scope_ScopeLong_NV	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Night vision. Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong_NV	00188A51
00188A3D	mod_PipeSyringer_Scope_ScopeLong_NV	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.500		0.00	Night vision. Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong_NV	00188A51
00188A3D	mod_PipeSyringer_Scope_ScopeLong_NV	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.200		0.00	Night vision. Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong_NV	00188A51
00188A3D	mod_PipeSyringer_Scope_ScopeLong_NV	WEAP	fweight	MUL+ADD	fweight	0.300		0.00	Night vision. Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong_NV	00188A51
00188A3D	mod_PipeSyringer_Scope_ScopeLong_NV	WEAP	ivalue	MUL+ADD	ivalue	0.850		0.00	Night vision. Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong_NV	00188A51
00188A3D	mod_PipeSyringer_Scope_ScopeLong_NV	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope			0.00	Night vision. Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong_NV	00188A51
00188A3D	mod_PipeSyringer_Scope_ScopeLong_NV	WEAP	pkKeywords	ADD	pkKeywords	HasScope			0.00	Night vision. Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong_NV	00188A51
00188A3D	mod_PipeSyringer_Scope_ScopeLong_NV	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope_NightVision			0.00	Night vision. Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong_NV	00188A51
00188A3C	mod_PipeSyringer_Scope_ScopeLong	WEAP	bHasScope	SET	bHasScope	true		0.00	Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong	00188A50
00188A3C	mod_PipeSyringer_Scope_ScopeLong	WEAP	pzZoomData	SET	pzZoomData	ZM_Standard_Scope_x10			0.00	Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong	00188A50
00188A3C	mod_PipeSyringer_Scope_ScopeLong	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	-0.200		0.00	Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong	00188A50
00188A3C	mod_PipeSyringer_Scope_ScopeLong	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong	00188A50
00188A3C	mod_PipeSyringer_Scope_ScopeLong	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.500		0.00	Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong	00188A50
00188A3C	mod_PipeSyringer_Scope_ScopeLong	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.200		0.00	Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong	00188A50
00188A3C	mod_PipeSyringer_Scope_ScopeLong	WEAP	fweight	MUL+ADD	fweight	0.300		0.00	Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong	00188A50
00188A3C	mod_PipeSyringer_Scope_ScopeLong	WEAP	ivalue	MUL+ADD	ivalue	0.500		0.00	Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong	00188A50
00188A3C	mod_PipeSyringer_Scope_ScopeLong	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope			0.00	Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong	00188A50
00188A3C	mod_PipeSyringer_Scope_ScopeLong	WEAP	pkKeywords	ADD	pkKeywords	HasScope			0.00	Superior magnification and sighted accuracy.	miscmod_mod_PipeSyringer_Scope_ScopeLong	00188A50
00188A2B	mod_PipeSyringer_Grip_StockRecoil	WEAP	ptEquipSlot	SET	ptEquipSlot	BothHands			0.00	Exceptional recoil. 	miscmod_mod_PipeSyringer_Grip_StockRecoil	00188A3B
00188A2B	mod_PipeSyringer_Grip_StockRecoil	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	0.070		0.00	Exceptional recoil. 	miscmod_mod_PipeSyringer_Grip_StockRecoil	00188A3B
00188A2B	mod_PipeSyringer_Grip_StockRecoil	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.400		0.00	Exceptional recoil. 	miscmod_mod_PipeSyringer_Grip_StockRecoil	00188A3B
00188A2B	mod_PipeSyringer_Grip_StockRecoil	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.300		0.00	Exceptional recoil. 	miscmod_mod_PipeSyringer_Grip_StockRecoil	00188A3B
00188A2B	mod_PipeSyringer_Grip_StockRecoil	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.300		0.00	Exceptional recoil. 	miscmod_mod_PipeSyringer_Grip_StockRecoil	00188A3B
00188A2B	mod_PipeSyringer_Grip_StockRecoil	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.200		0.00	Exceptional recoil. 	miscmod_mod_PipeSyringer_Grip_StockRecoil	00188A3B
00188A2B	mod_PipeSyringer_Grip_StockRecoil	WEAP	fsecondarydamage	MUL+ADD	fsecondarydamage	1.000		0.00	Exceptional recoil. 	miscmod_mod_PipeSyringer_Grip_StockRecoil	00188A3B
00188A2B	mod_PipeSyringer_Grip_StockRecoil	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.100		0.00	Exceptional recoil. 	miscmod_mod_PipeSyringer_Grip_StockRecoil	00188A3B
00188A2B	mod_PipeSyringer_Grip_StockRecoil	WEAP	fweight	MUL+ADD	fweight	0.450		0.00	Exceptional recoil. 	miscmod_mod_PipeSyringer_Grip_StockRecoil	00188A3B
00188A2B	mod_PipeSyringer_Grip_StockRecoil	WEAP	ivalue	MUL+ADD	ivalue	0.500		0.00	Exceptional recoil. 	miscmod_mod_PipeSyringer_Grip_StockRecoil	00188A3B
00188A2B	mod_PipeSyringer_Grip_StockRecoil	WEAP	uAimModelRecoilShotsForRunaway	MUL+ADD	uAimModelRecoilShotsForRunaway	3.000		0.00	Exceptional recoil. 	miscmod_mod_PipeSyringer_Grip_StockRecoil	00188A3B
00188A2B	mod_PipeSyringer_Grip_StockRecoil	WEAP	pkKeywords	ADD	pkKeywords	AnimsGripRifleStraight			0.00	Exceptional recoil. 	miscmod_mod_PipeSyringer_Grip_StockRecoil	00188A3B
00188A2B	mod_PipeSyringer_Grip_StockRecoil	WEAP	pkKeywords	ADD	pkKeywords	dn_HasGrip_Rifle			0.00	Exceptional recoil. 	miscmod_mod_PipeSyringer_Grip_StockRecoil	00188A3B
00188A2B	mod_PipeSyringer_Grip_StockRecoil	WEAP	pkKeywords	ADD	pkKeywords	WeaponTypeRifle			0.00	Exceptional recoil. 	miscmod_mod_PipeSyringer_Grip_StockRecoil	00188A3B
00188A2B	mod_PipeSyringer_Grip_StockRecoil	WEAP	pkKeywords	ADD	pkKeywords	dn_HasGrip_Recoil			0.00	Exceptional recoil. 	miscmod_mod_PipeSyringer_Grip_StockRecoil	00188A3B
00188A2B	mod_PipeSyringer_Grip_StockRecoil	WEAP	pkKeywords	ADD	pkKeywords	s_35_GripRifle			0.00	Exceptional recoil. 	miscmod_mod_PipeSyringer_Grip_StockRecoil	00188A3B
00188A2A	mod_PipeSyringer_Grip_StockMarksmans	WEAP	ptEquipSlot	SET	ptEquipSlot	BothHands			0.00	Superior recoil. Better aim with scopes.	miscmod_mod_PipeSyringer_Grip_StockMarkmans	00188A3A
00188A2A	mod_PipeSyringer_Grip_StockMarksmans	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	0.090		0.00	Superior recoil. Better aim with scopes.	miscmod_mod_PipeSyringer_Grip_StockMarkmans	00188A3A
00188A2A	mod_PipeSyringer_Grip_StockMarksmans	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.400		0.00	Superior recoil. Better aim with scopes.	miscmod_mod_PipeSyringer_Grip_StockMarkmans	00188A3A
00188A2A	mod_PipeSyringer_Grip_StockMarksmans	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.250		0.00	Superior recoil. Better aim with scopes.	miscmod_mod_PipeSyringer_Grip_StockMarkmans	00188A3A
00188A2A	mod_PipeSyringer_Grip_StockMarksmans	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.250		0.00	Superior recoil. Better aim with scopes.	miscmod_mod_PipeSyringer_Grip_StockMarkmans	00188A3A
00188A2A	mod_PipeSyringer_Grip_StockMarksmans	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.200		0.00	Superior recoil. Better aim with scopes.	miscmod_mod_PipeSyringer_Grip_StockMarkmans	00188A3A
00188A2A	mod_PipeSyringer_Grip_StockMarksmans	WEAP	fsecondarydamage	MUL+ADD	fsecondarydamage	1.000		0.00	Superior recoil. Better aim with scopes.	miscmod_mod_PipeSyringer_Grip_StockMarkmans	00188A3A
00188A2A	mod_PipeSyringer_Grip_StockMarksmans	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.100		0.00	Superior recoil. Better aim with scopes.	miscmod_mod_PipeSyringer_Grip_StockMarkmans	00188A3A
00188A2A	mod_PipeSyringer_Grip_StockMarksmans	WEAP	fweight	MUL+ADD	fweight	0.400		0.00	Superior recoil. Better aim with scopes.	miscmod_mod_PipeSyringer_Grip_StockMarkmans	00188A3A
00188A2A	mod_PipeSyringer_Grip_StockMarksmans	WEAP	ivalue	MUL+ADD	ivalue	0.400		0.00	Superior recoil. Better aim with scopes.	miscmod_mod_PipeSyringer_Grip_StockMarkmans	00188A3A
00188A2A	mod_PipeSyringer_Grip_StockMarksmans	WEAP	uAimModelRecoilShotsForRunaway	MUL+ADD	uAimModelRecoilShotsForRunaway	1.000		0.00	Superior recoil. Better aim with scopes.	miscmod_mod_PipeSyringer_Grip_StockMarkmans	00188A3A
00188A2A	mod_PipeSyringer_Grip_StockMarksmans	WEAP	pkKeywords	ADD	pkKeywords	AnimsGripRifleStraight			0.00	Superior recoil. Better aim with scopes.	miscmod_mod_PipeSyringer_Grip_StockMarkmans	00188A3A
00188A2A	mod_PipeSyringer_Grip_StockMarksmans	WEAP	pkKeywords	ADD	pkKeywords	dn_HasGrip_Rifle			0.00	Superior recoil. Better aim with scopes.	miscmod_mod_PipeSyringer_Grip_StockMarkmans	00188A3A
00188A2A	mod_PipeSyringer_Grip_StockMarksmans	WEAP	pkKeywords	ADD	pkKeywords	WeaponTypeRifle			0.00	Superior recoil. Better aim with scopes.	miscmod_mod_PipeSyringer_Grip_StockMarkmans	00188A3A
00188A2A	mod_PipeSyringer_Grip_StockMarksmans	WEAP	pkKeywords	ADD	pkKeywords	dn_HasGrip_StockMarksmans			0.00	Superior recoil. Better aim with scopes.	miscmod_mod_PipeSyringer_Grip_StockMarkmans	00188A3A
00188A2A	mod_PipeSyringer_Grip_StockMarksmans	WEAP	pkKeywords	ADD	pkKeywords	s_35_GripRifle			0.00	Superior recoil. Better aim with scopes.	miscmod_mod_PipeSyringer_Grip_StockMarkmans	00188A3A
00188A29	mod_PipeSyringer_Grip_StockFull	WEAP	ptEquipSlot	SET	ptEquipSlot	BothHands			0.00	Standard.	miscmod_mod_PipeSyringer_Grip_Stock	00188A39
00188A29	mod_PipeSyringer_Grip_StockFull	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	0.070		0.00	Standard.	miscmod_mod_PipeSyringer_Grip_Stock	00188A39
00188A29	mod_PipeSyringer_Grip_StockFull	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.400		0.00	Standard.	miscmod_mod_PipeSyringer_Grip_Stock	00188A39
00188A29	mod_PipeSyringer_Grip_StockFull	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.200		0.00	Standard.	miscmod_mod_PipeSyringer_Grip_Stock	00188A39
00188A29	mod_PipeSyringer_Grip_StockFull	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.200		0.00	Standard.	miscmod_mod_PipeSyringer_Grip_Stock	00188A39
00188A29	mod_PipeSyringer_Grip_StockFull	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.200		0.00	Standard.	miscmod_mod_PipeSyringer_Grip_Stock	00188A39
00188A29	mod_PipeSyringer_Grip_StockFull	WEAP	fsecondarydamage	MUL+ADD	fsecondarydamage	1.000		0.00	Standard.	miscmod_mod_PipeSyringer_Grip_Stock	00188A39
00188A29	mod_PipeSyringer_Grip_StockFull	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.100		0.00	Standard.	miscmod_mod_PipeSyringer_Grip_Stock	00188A39
00188A29	mod_PipeSyringer_Grip_StockFull	WEAP	fweight	MUL+ADD	fweight	0.300		0.00	Standard.	miscmod_mod_PipeSyringer_Grip_Stock	00188A39
00188A29	mod_PipeSyringer_Grip_StockFull	WEAP	ivalue	MUL+ADD	ivalue	0.200		0.00	Standard.	miscmod_mod_PipeSyringer_Grip_Stock	00188A39
00188A29	mod_PipeSyringer_Grip_StockFull	WEAP	uAimModelRecoilShotsForRunaway	MUL+ADD	uAimModelRecoilShotsForRunaway	1.000		0.00	Standard.	miscmod_mod_PipeSyringer_Grip_Stock	00188A39
00188A29	mod_PipeSyringer_Grip_StockFull	WEAP	pkKeywords	ADD	pkKeywords	AnimsGripRifleStraight			0.00	Standard.	miscmod_mod_PipeSyringer_Grip_Stock	00188A39
00188A29	mod_PipeSyringer_Grip_StockFull	WEAP	pkKeywords	ADD	pkKeywords	dn_HasGrip_Rifle			0.00	Standard.	miscmod_mod_PipeSyringer_Grip_Stock	00188A39
00188A29	mod_PipeSyringer_Grip_StockFull	WEAP	pkKeywords	ADD	pkKeywords	WeaponTypeRifle			0.00	Standard.	miscmod_mod_PipeSyringer_Grip_Stock	00188A39
00188A29	mod_PipeSyringer_Grip_StockFull	WEAP	pkKeywords	ADD	pkKeywords	s_35_GripRifle			0.00	Standard.	miscmod_mod_PipeSyringer_Grip_Stock	00188A39
00188A1A	mod_PlasmaGun_Scope_SightsIron	WEAP	fweight	MUL+ADD	fweight	0.025		0.00	Standard.	miscmod_mod_PlasmaGun_Scope_SightsIron	001A8AAC
00188A1A	mod_PlasmaGun_Scope_SightsIron	WEAP	ivalue	MUL+ADD	ivalue	0.025		0.00	Standard.	miscmod_mod_PlasmaGun_Scope_SightsIron	001A8AAC
00188A1A	mod_PlasmaGun_Scope_SightsIron	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope_IronSights			0.00	Standard.	miscmod_mod_PlasmaGun_Scope_SightsIron	001A8AAC
00188A05	mod_Minigun_Scope_SightsIron	WEAP	fweight	MUL+ADD	fweight	0.025		0.00	Standard.	miscmod_mod_Minigun_Scope_SightsIron	001A8A8A
00188A05	mod_Minigun_Scope_SightsIron	WEAP	ivalue	MUL+ADD	ivalue	0.025		0.00	Standard.	miscmod_mod_Minigun_Scope_SightsIron	001A8A8A
00188A05	mod_Minigun_Scope_SightsIron	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope_IronSights			0.00	Standard.	miscmod_mod_Minigun_Scope_SightsIron	001A8A8A
001889E1	mod_GatlingLaser_Scope_SightsIron	WEAP	fweight	MUL+ADD	fweight	0.025		0.00	Standard.	miscmod_mod_GatlingLaser_Scope_SightsIron	001A8A68
001889E1	mod_GatlingLaser_Scope_SightsIron	WEAP	ivalue	MUL+ADD	ivalue	0.025		0.00	Standard.	miscmod_mod_GatlingLaser_Scope_SightsIron	001A8A68
001889E1	mod_GatlingLaser_Scope_SightsIron	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope_IronSights			0.00	Standard.	miscmod_mod_GatlingLaser_Scope_SightsIron	001A8A68
001889D3	mod_Gammagun_Grip_Standard	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	-0.100		0.00	Standard.	miscmod_mod_Gammagun_Grip_Standard	001A8A65
001889D3	mod_Gammagun_Grip_Standard	WEAP	fsecondarydamage	MUL+ADD	fsecondarydamage	0.500		0.00	Standard.	miscmod_mod_Gammagun_Grip_Standard	001A8A65
001889D3	mod_Gammagun_Grip_Standard	WEAP	fweight	MUL+ADD	fweight	0.025		0.00	Standard.	miscmod_mod_Gammagun_Grip_Standard	001A8A65
001889D3	mod_Gammagun_Grip_Standard	WEAP	ivalue	MUL+ADD	ivalue	0.025		0.00	Standard.	miscmod_mod_Gammagun_Grip_Standard	001A8A65
001889D3	mod_Gammagun_Grip_Standard	WEAP	pkKeywords	ADD	pkKeywords	dn_HasGrip_Pistol			0.00	Standard.	miscmod_mod_Gammagun_Grip_Standard	001A8A65
001889BF	mod_Cryolator_Scope_SightsIron	WEAP	fweight	MUL+ADD	fweight	0.025		0.00	Standard.	miscmod_mod_Cryolator_Scope_SightsIron	001A8A5B
001889BF	mod_Cryolator_Scope_SightsIron	WEAP	ivalue	MUL+ADD	ivalue	0.025		0.00	Standard.	miscmod_mod_Cryolator_Scope_SightsIron	001A8A5B
001889BF	mod_Cryolator_Scope_SightsIron	WEAP	pkKeywords	ADD	pkKeywords	remapNode_RearSight_P-Dot			0.00	Standard.	miscmod_mod_Cryolator_Scope_SightsIron	001A8A5B
001889BF	mod_Cryolator_Scope_SightsIron	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope_IronSights			0.00	Standard.	miscmod_mod_Cryolator_Scope_SightsIron	001A8A5B
001889BD	mod_Cryolator_Barrel_Short	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	-0.150		0.00	Standard.	miscmod_mod_Cryolator_Barrel_Null	001A8A5A
001889BD	mod_Cryolator_Barrel_Short	WEAP	fmaxrange	MUL+ADD	fmaxrange	5.000		0.00	Standard.	miscmod_mod_Cryolator_Barrel_Null	001A8A5A
001889BD	mod_Cryolator_Barrel_Short	WEAP	fminrange	MUL+ADD	fminrange	3.000		0.00	Standard.	miscmod_mod_Cryolator_Barrel_Null	001A8A5A
001889BD	mod_Cryolator_Barrel_Short	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	-0.030		0.00	Standard.	miscmod_mod_Cryolator_Barrel_Null	001A8A5A
001889BD	mod_Cryolator_Barrel_Short	WEAP	fweight	MUL+ADD	fweight	0.000		0.00	Standard.	miscmod_mod_Cryolator_Barrel_Null	001A8A5A
001889BD	mod_Cryolator_Barrel_Short	WEAP	ivalue	MUL+ADD	ivalue	0.025		0.00	Standard.	miscmod_mod_Cryolator_Barrel_Null	001A8A5A
001889BD	mod_Cryolator_Barrel_Short	WEAP	pkKeywords	ADD	pkKeywords	dn_HasBarrel_Short			0.00	Standard.	miscmod_mod_Cryolator_Barrel_Null	001A8A5A
001889A8	mod_Deliverer_Receiver_MoreDamage2_and_BetterCriticals	WEAP	fAimModelMaxConeDegrees	MUL+ADD	fAimModelMaxConeDegrees	-0.100		0.00	Superior damage. Better critical shot damage and accuracy.	miscmod_mod_Deliverer_Receiver_MoreDamage2_and_BetterCriticals	001889BC
001889A8	mod_Deliverer_Receiver_MoreDamage2_and_BetterCriticals	WEAP	fAimModelMinConeDegrees	MUL+ADD	fAimModelMinConeDegrees	-0.100		0.00	Superior damage. Better critical shot damage and accuracy.	miscmod_mod_Deliverer_Receiver_MoreDamage2_and_BetterCriticals	001889BC
001889A8	mod_Deliverer_Receiver_MoreDamage2_and_BetterCriticals	WEAP	fcriticaldamagemult	MUL+ADD	fcriticaldamagemult	1.000		0.00	Superior damage. Better critical shot damage and accuracy.	miscmod_mod_Deliverer_Receiver_MoreDamage2_and_BetterCriticals	001889BC
001889A8	mod_Deliverer_Receiver_MoreDamage2_and_BetterCriticals	WEAP	fweight	MUL+ADD	fweight	0.350		0.00	Superior damage. Better critical shot damage and accuracy.	miscmod_mod_Deliverer_Receiver_MoreDamage2_and_BetterCriticals	001889BC
001889A8	mod_Deliverer_Receiver_MoreDamage2_and_BetterCriticals	WEAP	iattackdamage	MUL+ADD	iattackdamage	0.500		0.00	Superior damage. Better critical shot damage and accuracy.	miscmod_mod_Deliverer_Receiver_MoreDamage2_and_BetterCriticals	001889BC
